,country,industry,industryKey,sector,sectorKey,longBusinessSummary,fullTimeEmployees,compensationAsOfEpochDate,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk
0,France,Oil & Gas Integrated,oil-gas-integrated,Energy,energy,"TotalEnergies SE, a multi-energy company, produces and markets oil and biofuels, natural gas, green gases, renewables, and electricity in France, rest of Europe, North America, Africa, and internationally. It operates through five segments: Exploration & Production, Integrated LNG, Integrated Power, Refining & Chemicals, and Marketing & Services. The Exploration & Production segment is involved in the exploration and production of oil and natural gas. The Integrated LNG segment comprises the integrated gas chain, including upstream and midstream liquified natural gas (LNG) activities, as well as biogas, hydrogen, and gas trading activities. The Integrated Power segment includes generation, storage, electricity trading, and B2B-B2C distribution of gas and electricity. The Refining & Chemicals segment consists of refining, petrochemicals, and specialty chemicals. This segment also includes oil supply, trading, and marine shipping activities. The Marketing & Services segment supplies and markets petroleum products. The company was formerly known as TOTAL SE and changed its name to TotalEnergies SE in June 2021. TotalEnergies SE was founded in 1924 and is headquartered in Courbevoie, France.",102579.0,1703980800.0,3.43,0.0529,1735603200.0,0.3662,5.94,0.737,7.3352203,7.889159,510128.0,510128.0,1299300.0,1559840.0,1559840.0,155541913600.0,62.59,74.97,0.7398162,67.7576,68.2058,3.404,0.05258767,USD,176391061504.0,0.10106,2099780835.0,2279109888.0,2401449984.0,50.816,1.2745985,1703980800.0,1735603200.0,1719705600.0,-0.074,21247000576.0,8.83,8.21,1.61,2:1,1148342400.0,0.839,4.21,-0.034457028,0.3478098,0.874,1727136000.0,NYQ,EQUITY,TTE,TTE,TotalEnergies SE,TotalEnergies SE,688397400,America/New_York,EDT,30033999872.0,13.002,41898000384.0,54257999872.0,0.615,1.115,210243993600.0,45.205,89.421,0.06347,0.1808,21783126016.0,36821999616.0,-0.024,-0.046,0.34969002,0.19928,0.12226,USD,,,,,,
0,Germany,Telecom Services,telecom-services,Communication Services,communication-services,"Deutsche Telekom AG, together with its subsidiaries, provides integrated telecommunication services. The company operates through Germany, United States, Europe, Systems Solutions, Group Development, and Group Headquarters and Group Services segments. It offers fixed-network services, including voice and data communication services based on fixed-network and broadband technology; and sells terminal equipment and other hardware products, as well as services to resellers. In addition, the company provides mobile voice and data services to consumers and business customers; sells mobile devices and other hardware products; and sells mobile services to resellers and to companies that purchases and markets network services to third parties, such as mobile virtual network operators. Further, it offers internet services; internet-based TV products and services; and information and communication technology systems for multinational corporations and public sector institutions with an infrastructure of data centers and network services. Additionally, the company provides wireless communications services; and cloud services, digital solutions, security, and advisory solutions. Deutsche Telekom AG has mobile customers and broadband customers, as well as fixed-network lines. The company was incorporated in 1995 and is headquartered in Bonn, Germany.",200402.0,1703980800.0,0.77,0.027999999,1712793600.0,0.77,4.01,0.621,28.2,13.82353,2555239.0,2555239.0,5901446.0,4527786.0,4527786.0,143155888128.0,20.0,28.27,1.2345389,25.875,23.364,0.77,0.02748037,EUR,311421960192.0,0.04277,3801103080.0,4978619904.0,5076449792.0,11.728,2.4045022,1703980800.0,1735603200.0,1719705600.0,0.357,4953999872.0,1.0,2.04,1.1,,,2.686,7.784,0.3424524,0.3478098,0.77,1712793600.0,GER,EQUITY,DTE.DE,DTE.DE,DT.TELEKOM AG NA,Deutsche Telekom AG,848304000,Europe/Berlin,CEST,8590999552.0,1.736,40009998336.0,146966003712.0,0.704,0.99,115958996992.0,158.994,23.344,0.04922,0.10299,19767126016.0,38328000512.0,0.364,0.041,0.44492,0.34504002,0.21908002,EUR,25.3155,2.0,3.0,3.0,1.0,2.0
0,France,Specialty Industrial Machinery,specialty-industrial-machinery,Industrials,industrials,"Schneider Electric S.E. engages in the energy management and industrial automation businesses worlwide. The company offers inverters, mounting frames, solar panels, other solar equipment, wind farm microgrid, and others; building management systems; power metering systems for buildings; smart monitoring and regulation of electricity or heat in buildings, such as thermostats and controls for lighting systems; cooling systems; insulating products; ups; transmission and distribution wiring devices for wiring electrical circuits; low voltage electrical products, equipment, and systems; medium voltage switchgears and control gears; demand response and load shifting equipment, systems, and services; communication, software and control equipment, products, systems, and services for energy efficiency; and variable speed drives. It also provides modernization and maintenance services for rail transport infrastructure, zero-emissions road transport, infrastructure required for operating urban transport, low-carbon port infrastructure, low-carbon airport infrastructure, and electrification and efficiency of ports' operations; energy management equipment and projects; service plans related to building management and power metering systems in buildings; software and data-driven solutions for improving efficiency in building design, planning, and construction; technical consultations such as energy audits, simulations, and trainings ; energy management services; energy performance contracts; leakage control technologies for water supply systems; real-time network modeling and optimization; leakage calculation, control, and reporting; electrical and electronic equipment; remote monitoring and predictive maintenance systems; lifecycle performance management software; repairing, refurbishing, or remanufacturing products; sale of spare parts; and software as a service. Schneider Electric S.E. was founded in 1836 and is headquartered in Rueil-Malmaison, France.",164640.0,1703980800.0,3.5,0.014400001,1716854400.0,0.48560002,2.06,0.964,33.120667,25.431309,432988.0,432988.0,692694.0,559534.0,559534.0,134262439936.0,134.38,247.55,3.6842773,227.909,216.21214,3.5,0.014574225,EUR,146605588480.0,0.105979994,538050357.0,562238016.0,562238016.0,49.316,4.842242,1703980800.0,1735603200.0,1719705600.0,-0.07,3862000128.0,7.21,9.39,2.47,2:1,1314921600.0,4.023,21.004,0.6563562,0.3478098,3.5,1716854400.0,PAR,EQUITY,SU.PA,SU.PA,SCHNEIDER ELECTRIC SE,Schneider Electric S.E.,946886400,Europe/Paris,CEST,4375000064.0,7.811,6979999744.0,15696000000.0,0.911,1.213,36442001408.0,55.277,65.109,0.06373,0.14938,4634874880.0,5982000128.0,-0.07,0.031,0.42311,0.19153999,0.17047001,EUR,2.4078,1.0,3.0,6.0,7.0,4.0
0,France,Drug Manufacturers - General,drug-manufacturers-general,Healthcare,healthcare,"Sanofi, a healthcare company, engages in the research, development, manufacture, and marketing of therapeutic solutions in the United States, Europe, Canada, and internationally. It operates through Pharmaceuticals, Vaccines, and Consumer Healthcare segments. The company provides specialty care, such as DUPIXENT, neurology and immunology, rare diseases, oncology, and rare blood disorders; medicines for diabetes and cardiovascular diseases; and established prescription products. In addition, it offers poliomyelitis, pertussis, and hib pediatric vaccines; influenza, booster, meningitis, and travel and endemic vaccines, which includes hepatitis A, typhoid, cholera, yellow fever, and rabies vaccines. The company also provides cough, cold, and flu, allergy, and pain care products, as well as physical, mental, and digestive wellness products; and offers products for itching, hydration, aging, cracking, overnight, and specialty skincare needs like eczema. Further, it has a collaboration and license agreement with Exscientia to develop up to 15 novel small-molecule for oncology and immunology; ABL Bio, Inc. to develop ABL301, a treatment for alpha-synucleinopathies; Blackstone Life Sciences to develop pivotal studies and clinical development program; and Seagen Inc. to design, develop, and commercialize antibody-drug conjugates for cancer. Additionally, the company has a collaboration agreement with IGM Biosciences, Inc. to develop, manufacture, and commercialize IgM antibody; Skyhawk Therapeutics, Inc to discover and develop novel small molecules; and Adagene Inc., for the discovery and development of antibody-based therapies. It also has collaborations with Scribe Therapeutics Inc. to develop genome editing technologies; and co-promotion service agreement with Provention Bio, Inc. for the commercialization of teplizumab. The company was formerly known as Sanofi-Aventis and changed its name to Sanofi in May 2011. Sanofi was incorporated in 1994 and is headquartered in Paris, France.",86088.0,1703980800.0,2.04,0.0373,1715212800.0,1.1195999,3.7,0.423,29.893442,11.09635,403873.0,403873.0,1814426.0,1949320.0,1949320.0,139434835968.0,42.63,58.97,2.9616575,55.8412,50.65615,3.76,0.06890233,USD,85531860992.0,0.089549996,1100558536.0,2507160064.0,2548849920.0,58.104,0.9415015,1703980800.0,1735603200.0,1719705600.0,-0.224,4216000000.0,1.83,4.93,1.42,,,1.817,7.277,0.037255287,0.3478098,2.037,1715212800.0,NMS,EQUITY,SNY,SNY,Sanofi,Sanofi,1025530200,America/New_York,EDT,6794999808.0,5.432,11754000384.0,23751000064.0,0.52,1.002,47080001536.0,32.537,18.81,0.04162,0.05815,4595624960.0,8118000128.0,-0.228,0.075,0.68768,0.24966,0.14306,EUR,0.8211,,,,,
0,Ireland,Specialty Industrial Machinery,specialty-industrial-machinery,Industrials,industrials,"Eaton Corporation plc operates as a power management company worldwide. The company's Electrical Americas and Electrical Global segment provides electrical components, industrial components, power distribution and assemblies, residential products, single and three phase power quality and connectivity products, wiring devices, circuit protection products, utility power distribution products, power reliability equipment, and services, as well as hazardous duty electrical equipment, emergency lighting, fire detection, explosion-proof instrumentation, and structural support systems. Its Aerospace segment offers pumps, motors, hydraulic power units, hoses and fittings, and electro-hydraulic pumps; valves, cylinders, electronic controls, electromechanical actuators, sensors, aircraft flap and slat systems, and nose wheel steering systems; hose, thermoplastic tubing products, fittings, adapters, couplings, and sealing and ducting products; air-to-air refueling systems, fuel pumps, fuel inerting products, sensors, and adapters and regulators; oxygen generation system, payload carriages, and thermal management products; and wiring connectors and cables, as well as hydraulic and bag filters, strainers and cartridges, and golf grips for manufacturers of commercial and military aircraft, and related after-market customers, as well as industrial applications. The company's Vehicle segment offers transmissions, clutches, hybrid power systems, superchargers, engine valves and valve actuation systems, locking and limited slip differentials, transmission controls, and fuel vapor components for the vehicle industry. Its eMobility segment provides voltage inverters, converters, fuses, circuit protection units, vehicle controls, power distribution systems, fuel tank isolation valves, and commercial vehicle hybrid systems. Eaton Corporation plc was founded in 1911 and is based in Dublin, Ireland.",94000.0,1703980800.0,3.76,0.0111,1722816000.0,0.396,2.11,1.01,37.370186,28.497904,269565.0,269565.0,2410676.0,1213520.0,1213520.0,135232585728.0,191.82,347.35,5.6020126,309.8248,302.4937,3.6,0.010649627,USD,142320730112.0,0.1512,396312531.0,398100000.0,399353984.0,48.277,7.0363736,1703980800.0,1735603200.0,1719705600.0,0.335,3649999872.0,9.09,11.92,2.05,2:1,1298937600.0,5.896,26.878,0.67007554,0.3478098,0.94,1722816000.0,NYQ,EQUITY,ETN,ETN,"Eaton Corporation, PLC",Eaton Corporation plc,76253400,America/New_York,EDT,2780999936.0,6.986,5295000064.0,10492999680.0,0.982,1.558,24139999232.0,54.498,60.418,0.07194,0.19622,2524624896.0,3860000000.0,0.333,0.083,0.37527,0.21935,0.18913001,USD,2.5809,2.0,6.0,2.0,6.0,3.0
0,Germany,Insurance - Diversified,insurance-diversified,Financial Services,financial-services,"Allianz SE, together with its subsidiaries, provides property-casualty insurance, life/health insurance, and asset management products and services worldwide. The company's Property-Casualty segment offers various insurance products, including motor liability and own damage, accident, general liability, fire and property, legal expense, credit, and travel to private and corporate customers. Its Life/Health segment provides a range of life and health insurance products on an individual and a group basis, such as annuities, endowment and term insurance, and unit-linked and investment-oriented products, as well as private and supplemental health, and long-term care insurance products. The company's Asset Management segment offers institutional and retail asset management products and services to third-party investors comprising equity and fixed income funds, and multi-assets; and alternative investment products that include real estate, infrastructure debt/equity, real assets, liquid alternatives, and solutions. Its Corporate and Other segment provides banking services for retail clients, as well as digital investment services. Allianz SE was founded in 1890 and is headquartered in Munich, Germany.",157883.0,1703980800.0,13.8,0.0461,1715212800.0,0.6,5.02,1.075,13.140496,11.053787,315682.0,315682.0,555489.0,523833.0,523833.0,118970908672.0,215.75,302.5,1.1562023,280.878,264.472,13.8,0.04583195,EUR,26335748096.0,0.08902001,389287064.0,391459008.0,393812992.0,130.163,2.3209362,1703980800.0,1735603200.0,1719705600.0,0.075,9016999936.0,22.99,27.33,1.32,,,0.256,1.794,0.34034932,0.3478098,13.8,1715212800.0,GER,EQUITY,ALV.DE,ALV.DE,ALLIANZ SE NA O.N.,Allianz SE,850723200,Europe/Berlin,CEST,125885997056.0,323.33,14675999744.0,31691999232.0,4.699,6.169,102897999872.0,53.889,262.578,0.00874,0.16454001,-1754375040.0,25368999936.0,0.105,0.131,0.14169,0.14263,0.13553001,EUR,1.2987,10.0,5.0,4.0,1.0,5.0
0,Belgium,Beverages - Brewers,beverages-brewers,Consumer Defensive,consumer-defensive,"Anheuser-Busch InBev SA/NV produces, distributes, exports, markets, and sells beer and beverages. It offers a portfolio of approximately 500 beer brands, which primarily include Budweiser, Corona, and Stella Artois; Beck's, Hoegaarden, Leffe, and Michelob Ultra; and Aguila, Antarctica, Bud Light, Brahma, Cass, Castle, Castle Lite, Cristal, Harbin, Jupiler, Modelo Especial, Quilmes, Victoria, Sedrin, and Skol brands. The company operates in North America, Middle America, South America, Europe, the Middle East, Africa, and the Asia Pacific. The company was founded in 1366 and is headquartered in Leuven, Belgium.",155000.0,1546214400.0,0.87,0.013300001,1714694400.0,0.30020002,1.6,0.982,22.402061,16.932468,126881.0,126881.0,1179859.0,1140880.0,1140880.0,127906045952.0,52.36,67.49,2.1343644,63.119,62.035,0.906,0.013846859,USD,210364088320.0,0.09892,945015439.0,1749939968.0,282105984.0,39.816,1.6372815,1703980800.0,1735603200.0,1719705600.0,3.358,5928000000.0,2.91,3.85,1.54,,,3.51,11.686,0.22850168,0.3478098,0.872,1714694400.0,NYQ,EQUITY,BUD,BUD,Anheuser-Busch Inbev SA Sponsor,Anheuser-Busch InBev SA/NV,1246455000,America/New_York,EDT,7644000256.0,3.876,18001999872.0,78255996928.0,0.469,0.688,59926999040.0,87.69,4.977769,0.043470003,0.08394,6822374912.0,14236000256.0,3.419,0.014,0.5448,0.30040002,0.25318,USD,0.9198,,,,,
0,Netherlands,Aerospace & Defense,aerospace-defense,Industrials,industrials,"Airbus SE, together with its subsidiaries, engages in the design, manufacture, and delivery of aerospace products, services, and solutions worldwide. It operates through three segments: Airbus, Airbus Helicopters, and Airbus Defence and Space. The Airbus segment develops, manufactures, markets, and sells commercial jet passenger aircraft, freighter aircraft, regional turboprop aircraft, and aircraft components, as well as provides aircraft conversion and related services. The Airbus Helicopters segment develops, manufactures, markets, and sells civil and military helicopters; and provides helicopter-related services. The Airbus Defence and Space segment designs, develops, delivers, and supports military air systems and related services. This segment also offers civil and defence space systems for telecommunications, earth observations, navigation, and science and orbital systems; missile and space launcher systems; and services around data processing from platforms, secure communication, and cyber security. The company was formerly known as Airbus Group SE and changed its name to Airbus SE in April 2017. Airbus SE was incorporated in 1998 and is headquartered in Leiden, the Netherlands.",154581.0,,1.8,0.013300001,1713484800.0,0.46150002,1.8,1.592,34.99487,18.4682,604503.0,604503.0,1110502.0,1410058.0,1410058.0,108244475904.0,120.28,172.78,1.6250972,133.3844,146.4605,1.8,0.013258692,EUR,106177617920.0,0.04636,587557354.0,789377024.0,793116032.0,20.903,6.5292063,1703980800.0,1735603200.0,1719705600.0,-0.783,3088000000.0,3.9,7.39,1.55,,,1.594,18.36,0.08338678,0.3478098,1.0,1713225600.0,PAR,EQUITY,AIR.PA,AIR.PA,AIRBUS SE,Airbus SE,999500400,Europe/Paris,CEST,14190000128.0,17.928,5783000064.0,12878000128.0,0.409,1.119,66608001024.0,77.672,84.385,0.01893,0.18238,1484125056.0,4355999744.0,-0.784,0.006,0.14563,0.08682,0.044510003,EUR,0.8591,2.0,1.0,2.0,7.0,1.0
0,Ireland,Medical Devices,medical-devices,Healthcare,healthcare,"Medtronic plc develops, manufactures, and sells device-based medical therapies to healthcare systems, physicians, clinicians, and patients worldwide. The Cardiovascular Portfolio segment offers implantable cardiac pacemakers, cardioverter defibrillators, and cardiac resynchronization therapy devices; cardiac ablation products; insertable cardiac monitor systems; TYRX products; and remote monitoring and patient-centered software. It also provides aortic valves, surgical valve replacement and repair products, endovascular stent grafts and accessories, and transcatheter pulmonary valves; and percutaneous coronary intervention products, percutaneous angioplasty balloons, and other products. The Neuroscience Portfolio segment offers medical devices and implants, biologic solutions, spinal cord stimulation and brain modulation systems, implantable drug infusion systems, and interventional products, as well as nerve ablation system under the Accurian name. The segment offers its products for spinal surgeons, neurosurgeons, neurologists, pain management specialists, anesthesiologists, orthopedic surgeons, urologists, urogynecologists, and interventional radiologists, as well as ear, nose, and throat specialists; and energy surgical instruments. The Medical Surgical Portfolio segment offers surgical stapling devices, vessel sealing instruments, wound closure and electrosurgery products, AI-powered surgical video and analytics platform, robotic-assisted surgery products, hernia mechanical devices, mesh implants, gynecology products, gastrointestinal and hepatologic diagnostics and therapies, and therapies to treat other non-exclusive diseases and conditions; and patient monitoring and airway management products. The Diabetes Operating Unit segment provides insulin pumps and consumables, continuous glucose monitoring systems, and InPen, a smart insulin pen system. The company was founded in 1949 and is headquartered in Galway, Ireland.",95000.0,1735603200.0,2.8,0.0312,1727395200.0,0.9327,2.63,0.854,30.277779,15.371796,782431.0,782431.0,6228778.0,3837450.0,3837450.0,115337805824.0,68.84,91.49,3.5404675,87.7638,84.06885,2.77,0.030832592,USD,135453949952.0,0.12055001,1280387209.0,1282599936.0,1282599936.0,37.386,2.405312,1714089600.0,1745625600.0,1721952000.0,0.317,3927000064.0,2.97,5.85,2.99,2:1,938390400.0,4.158,15.029,0.23576343,0.3478098,0.7,1727395200.0,NYQ,EQUITY,MDT,MDT,Medtronic plc.,Medtronic plc,105197400,America/New_York,EDT,7842999808.0,6.115,9013000192.0,27864999936.0,1.347,2.133,32576999424.0,57.859,24.709,0.04415,0.07948,4904750080.0,6897999872.0,0.356,0.028,0.65525,0.27667,0.17511,USD,1.664,8.0,6.0,5.0,6.0,6.0
0,France,Luxury Goods,luxury-goods,Consumer Cyclical,consumer-cyclical,"Christian Dior SE, through its subsidiaries, engages in the production, distribution, and retail of fashion and leather goods, wines and spirits, perfumes and cosmetics, and watches and jewelry worldwide. The company offers its fashion and leather goods under the Louis Vuitton, Fendi, Celine, Loewe, Givenchy, Kenzo, Berluti, Pucci, Loro Piana, Rimowa, and Off-White brand names; and wines and spirits under the Hennessy, Moët & Chandon, Dom Pérignon, Veuve Clicquot, Krug, Château d'Yquem, Belvedere, Glenmorangie, Newton Vineyards, Bodega Numanthia, Château d'Esclans, Armand de Brignac, and Joseph Phelps brands. It also provides perfumes and cosmetics under the Parfums Christian Dior, Guerlain, Parfums Givenchy, Make Up For Ever, Benefit Cosmetics, Fresh, Acqua di Parma, KVD Vegan Beauty, Fenty, Ole Henriksen, Maison Francis Kurkdjian, and Officine Universelle Buly 1803 brand names; and watches and jewelry under the Tiffany, Bulgari, TAG Heuer, Zenith, Hublot, Chaumet, Fred, and Repossi brands. In addition, the company operates retail stores under the DFS Galleria, Sephora, and Le Bon Marché names; publishes Le Parisien-Aujourd'hui en France, a daily newspaper; builds yachts; and operates hotel and the Cova pastry shop brand. Further, it is involved in real estate activities. The company sells its products through store network, including e-commerce websites; and agents and distributors. The company was incorporated in 1946 and is headquartered in Paris, France. Christian Dior SE (ENXTPA:CDI) is a subsidiary of Financière Agache Société Anonyme.",164431.0,1703980800.0,13.0,0.0216,1733097600.0,0.4035,1.43,1.038,17.577639,,7846.0,7846.0,4112.0,4004.0,4004.0,102112632832.0,548.0,832.5,1.193044,602.75,689.5875,13.0,0.022071308,EUR,176857825280.0,0.067940004,3415172.0,180411008.0,181578000.0,127.759,4.4302163,1703980800.0,1735603200.0,1719705600.0,-0.139,5815000064.0,32.2,,,4:1,962582400.0,2.066,7.38,-0.058548033,0.3478098,5.5,1733097600.0,PAR,EQUITY,CDI.PA,CDI.PA,CHRISTIAN DIOR,Christian Dior SE,696499200,Europe/Paris,CEST,11178000384.0,61.959,23965999104.0,40866000896.0,0.589,1.384,85589999616.0,63.896,474.418,0.09774999,0.24114999,9844750336.0,18928001024.0,-0.139,-0.013,0.68528,0.28000998,0.25546,EUR,,5.0,9.0,9.0,9.0,9.0
0,France,Specialty Chemicals,specialty-chemicals,Basic Materials,basic-materials,"L'Air Liquide S.A. provides gases, technologies, and services for the industrial and health sectors in Europe, the Americas, the Asia Pacific, the Middle East, and Africa. It operates in Gas & Services, Engineering & Construction, and Global Markets & Technologies segments. The Gas & Services segment comprises large industries business, which offers gas and energy solutions including oxygen, nitrogen, argon, hydrogen, and carbon monoxide, as well as operates cogeneration plants to supply steam and electricity to metals, chemicals, refining, and energy industries; and industrial merchant business line provides industrial gases, equipment, hardgoods, and associated services to materials and energy, automotive and manufacturing, food and pharmaceuticals, technology and research, and craftsmen and retail sectors. This segment also includes healthcare business, which provides medical gases, home healthcare services, medical equipment, and specialty ingredient to patients, healthcare professionals, and hospitals; and electronic business supply carrier gases, electronic specialty and advanced materials, equipment and installation, and service to semiconductor, flat panel, and photovoltaic markets. The Engineering & Construction segment designs, develops, and builds industrial gas production plants to third parties; and design and manufacture plants in traditional, renewable and alternative energy sectors. The Global Markets & Technologies segment delivers technological solutions, such as molecules, equipment, and services to energy transition and deep technology. This segment also invests in and operates biomethane production units; designs hydrogen refueling stations; and supplies gases for the offshore oil and gas platforms, offshore wind turbines, and cryogenic transportation by sea. L'Air Liquide S.A. was incorporated in 1902 and is headquartered in Paris, France.",66300.0,1703980800.0,2.91,0.016900001,1716163200.0,0.5524,1.88,0.63,32.6907,24.752872,269810.0,269810.0,540781.0,491217.0,491217.0,99369385984.0,137.6,179.47273,3.6795435,167.8428,166.42519,2.909,0.016930507,EUR,111220809728.0,0.11247,563567560.0,576790016.0,576790016.0,42.855,4.0200677,1703980800.0,1735603200.0,1719705600.0,-0.024,3037299968.0,5.27,6.96,2.61,11:10,1717977600.0,4.118,15.091,0.20334351,0.3478098,2.909091,1716163200.0,PAR,EQUITY,AI.PA,AI.PA,AIR LIQUIDE,L'Air Liquide S.A.,946886400,Europe/Paris,CEST,1785299968.0,3.098,7369800192.0,13271400448.0,0.476,0.768,27005900800.0,52.222,46.993,0.062090002,0.12828,2005750016.0,6147500032.0,-0.03,-0.043,0.61544,0.27290002,0.18258,EUR,2.0924,2.0,3.0,2.0,1.0,2.0
